lyric,genre
"  Olha Está chovendo na roseira Que só dá rosa, mas não cheira A frescura das gotas úmidas Que é de Luísa, que é de Paulinho, que é de João Que é de ninguém! Pétalas de rosa carregadas pelo vento Um amor tão puro carregou meu pensamento Olha, um tico-tico mora ao lado E passeando no molhado Adivinhou a primavera Olha, que chuva boa, prazenteira Que vem molhar minha roseira Chuva boa, criadeira Que molha a terra, que enche o rio, que lava o céu Que traz o azul! Olha, o jasmineiro está florido E o riachinho de água esperta Se lança embaixo do rio de águas calmas Ahh, você é de ninguém! ",bossa_nova
"  Liga lá em casa Fala que hoje eu não vou voltar Fala que num motel eu vou pousar Que é muito tarde, a chuva desabou Hoje eu não tenho hora pra voltar pra casa Hoje tô daquele tipo, querendo beber Hoje vou sair pra rua e não sei pra onde Hoje eu não tô pra ninguém, eu só quero você Vou inventar uma viagem pra ficar com ela Tô morrendo de saudade querendo te ver Só não desligo o celular pra não dar na cara Sei que vão saber que eu estou na farra Mas se alguém ligar eu não posso atender Liga lá em casa Fala que hoje eu não vou voltar Fala que num motel eu vou pousar É muito tarde, a chuva desabou Liga lá em casa Conte uma história, fale uma mentira Fala que eu fiquei sem gasolina Que estou de fogo e meu carro quebrou ",sertanejo
"  Bagulho é louco pra todas mulher Ela dança a noite toda na pista Novinha safada Ela dança, ela dança, ela dança, ela dança, ela dança, ela dança Ela dança, ela dança, ela dança, ela dança, ela dança, ela dança Ela dança, ela dança, ela dança, ela dança, ela dança, ela dança Ela dança Ela joga, ela joga, ela joga, ela joga, ela joga Ela joga, ela joga bundinha e não para Ela joga, ela joga, ela joga, ela joga, ela joga Ela joga, ela joga bundinha e não para Ela se joga,se joga, se joga, se joga, se joga Se joga em cima e quica Experiente ela sabe o que faz E quando cansa ela beija na boca Satisfazendo totalmente o rapaz Eu lembrei de nós dois bolado dentro de um quarto gelado Em cima da cama redonda olhando o teto espelhado Água quente, muita espuma dentro da hidromassagem Quando a fumaça subia, rolava a sacanagem Tu ligou pra recepção, pediu morango e chantilly Tinha champanhe do bom e tu também já mandou vir Rolou na garagem, na sauna e também na salinha Tu pegou algum telefone e pediu mais camisinha Doze horas de prazer Proporcionei pra você E do meu nome Flavinho Tu nunca vai esquecer ",funk
"  Falar mal de mim virou moda Eu sei que eu sou foda, não fica invejando Mas não é sempre recalcado Eu passo, as ninfetas fica venerando Me olha e depois dá risada Já sei que de mim deve tá cochichando Vê se fala meu vocabulário Ficar de fofoca já ta me irritando Pras amigas fala que é treinada E que vai brincar com o meu coração Na verdade ela que se iludiu, hoje vive ligando ""É isso mesmo produção?"" Feitiço contra o feiticeiro De amor tenho receio E se tu me ver no jet, diz que não me conhece ""Nunca vi mais feio"" Suavemente entrei na sua mente Tu vai ver que nós somos algoz Tu vai me ligar, vai me implorar E eu cheio de orgulho só vou negar voz Você entrou no meu cassino Gosta do que é proibido Aposta todas as fichas achando que vai ganhar Djc é meu hino, deixando os corações iludidos Ferindo pra não ser ferido, eita jogo de azar ",funk
"  Tá cheia de marra essa menina É só porque não me provou Ela é formada, dá aula, ensina Só que hoje eu sou teu professor Diz que é prendada, que só relaxa Quando acende e faz fumaça Eu tô sedento, ela é sedenta Então demorou Vamo ver quem aguenta Tentou me enganar, á, á, á Não quer mais parar Tu pagou pra ver, ê, ê Que dó de você, ê, ê Tentou me enganar Não quer mais parar, á, á, á Tu pagou pra ver, ê, ê Que dó de você, ê, ê Tá cheia de marra essa menina É só porque não me provou É formada, dá aula, ensina Só que hoje eu sou teu professor Diz que é prendada, que só relaxa Quando acende e faz fumaça Eu tô sedento, ela é sedenta Então demorou Vamo ver quem aguenta Vamo ver quem aguenta, ai, ai, ai Tentou me enganar, á, á, á Não quer mais parar Tu pagou pra ver, ê, ê Que dó de você, ê, ê Tentou me enganar, á, á, á Não quer mais parar, á, á, á Tu pagou pra ver, ê, ê Que dó de você, ê, ê ",funk
  Quanto o tempo o coração Leva pra saber Que o sinônimo de amar É sofrer No aroma de amores Pode haver espinhos É como ter Mulheres em milhões E ser sozinho Na solidão de casa Descansar O sentido da vida Encontrar Quem pode dizer Onde a felicidade está O amor é feito de paixões E quando perde a razão Não sabe quem vai machucar Quem ama nunca sente medo De contar o seu segredo Sinônimo de amor é amar Quem revelará o mistério Que tem a fé E quantos segredos traz O coração de uma mulher Como é triste a tristeza Mendigando um sorriso Um cego procurando a luz Na imensidão do paraíso Quem tem amor na vida Tem sorte Quem na fraqueza sabe Ser bem mais forte Ninguém sabe dizer Onde a felicidade está O amor é feito de paixões E quando perde a razão Não sabe quem vai machucar Quem ama nunca sente medo De contar o seu segredo Sinônimo de amor é amar O amor é feito de paixões E quando perde a razão Não sabe quem vai machucar Quem ama nunca sente medo De contar o seu segredo Sinônimo de amor é amar Quem revelará o mistério Que tem a fé E quantos segredos traz O coração de uma mulher Como é triste a tristeza Mendigando um sorriso Um cego procurando a luz Na imensidão do paraíso O amor é feito de paixões E quando perde a razão Não sabe quem vai machucar Quem ama nunca sente medo De contar o seu segredo Sinônimo de amor é amar O amor é feito de paixões E quando perde a razão Não sabe quem vai machucar Quem ama nunca sente medo De contar o seu segredo Sinônimo de amor é amar ,sertanejo
"  Depois do almoço na sala vazia  A mãe subia pra se recostar  E no passado que a sala escondia  A menininha ficava a esperar  O professor de piano chegava  E começava uma nova lição  E a menininha, tão bonitinha  Enchia a casa feito um clarim  Abria o peito, mandava brasa  E solfejava assim: Ai, ai, ai Lá, sol, fá, mi, ré Tira a não daí Dó, dó, ré, dó, si Aqui não dá pé Mi, mi, fá, mi, ré E agora o sol, fá Pra lição acabar Diz o refrão quem não chora não mama Veio o sucesso e a consagração Que finalmente deitaram na fama Tendo atingido a total perfeição Nunca se viu tanta variedade A quatro mãos em concertos de amor Mas na verdade tinham saudade De quando ele era seu professor E quando ela, menina e bela Abria o berrador Ai, ai, ai, Lá, sol, fá, mi, ré ",bossa_nova
"  Se a moça do café não demorasse tanto Pra me dar o troco Se eu não tivesse discutido na calçada Com aquele cara louco E ó que eu nem sou de rolo Se eu não tivesse atravessado Aquela hora no sinal vermelho Se eu não parasse bem na hora do almoço Pra cortar o cabelo E ó que eu nem sou vaidoso Eu não teria te encontrado Eu não teria me apaixonado Mas aconteceu Foi mais forte que eu e você Aí eu disse Quer que eu faça um café? Ou faça minha vida Se encaixar na sua? Aqui mesmo na rua Era pra ser agora Quando é pra acontecer Tem dia, lugar e tem hora Se eu não tivesse atravessado Aquela hora no sinal vermelho Se eu não parasse bem na hora do almoço Pra cortar o cabelo E ó eu nem sou vaidoso Eu não teria te encontrado Eu não teria me apaixonado Mas aconteceu Foi mais forte que eu e você Aí eu disse Quer que eu faça um café? Ou faça minha vida Se encaixar na sua? Aqui mesmo na rua Era pra ser agora Quando é pra acontecer Tem dia, lugar e tem hora Eu disse Quer que eu faça um café? Ou faça minha vida Se encaixar na sua? Aqui mesmo na rua Era pra ser agora Quando é pra acontecer Tem dia, lugar e tem hora Se a moça do café não demorasse tanto ",sertanejo
"  No dia em que eu saí de casa Minha mãe me disse: Filho, vem cá! Passou a mão em meus cabelos Olhou em meus olhos Começou falar Por onde você for eu sigo com meu pensamento Sempre onde estiver em minhas orações Eu vou pedir a Deus que ilumine os passos seus Eu sei que ela nunca compreendeu Os meus motivos de sair de lá Mas ela sabe que depois que cresce O filho vira passarinho e quer voar Eu bem queria continuar ali Mas o destino quis me contrariar E o olhar de minha mãe na porta Eu deixei chorando a me abençoar A minha mãe naquele dia me falou do mundo como ele é Parece que ela conhecia cada pedra que eu iria por o pé E sempre ao lado do meu pai, da pequena cidade ela jamais saiu Ela me disse assim Meu filho, vá com Deus que este mundo inteiro é seu Eu sei que ela nunca compreendeu Os meus motivos de sair de lá Mas ela sabe que depois que cresce O filho vira passarinho e quer voar Eu bem queria continuar ali Mas o destino quis me contrariar E o olhar de minha mãe na porta Eu deixei chorando a me abençoar E o olhar de minha mãe na porta Eu deixei chorando a me abençoar E o olhar de minha mãe na porta Eu deixei chorando a me abençoar ",sertanejo
"  Ah, ah Tô, tô apaixonada Eu te amo (eu te amo) Larga sua mulher Larga sua família Filha da puta, eu te amo Eu te amo (ah) Sempre, sempre que te vejo Eu lembro a piroca enta enta enta enta Eu, eu lembro a piroca entrando A piroca entrando Eu lembro a piroca entrando A piroca entrando Filha da puta, puta (ah) Tô, tô apaixonada (ah, ah) Tô apaixonada Dá procê, dá procê Fode, fode pra caralho Sempre, sempre que te vejo Eu lembro a piroca enta enta enta enta entrando (ah) A piroca entrando (ah) A piroca entrando (ah) Sempre, sempre que te vejo Eu lembro a piroca entrando (ah) A piroca entrando (ah) A piroca entrando Sempre, sempre que te vejo Eu lembro a piroca entrando ",funk
"  Você, você, faz falta, falta aqui, aqui, aqui Que o som, o som bate, bate, volta, volta, volta Não tem mais nada entre o chão e o teto, teto, teto Só o eco, eco, eco, eco Tem certeza que você levou tudo? Tem certeza que não esqueceu nada? Eu só sei que até o criado mudo Do seu livro preferido sente falta É que eu te vejo em tudo, em cada canto dessa casa Nos cabides, nas gavetas e na cama bagunçada E no box do banheiro sempre que o vidro embaça Tem seu nome, um coração e uma flecha atravessada É que eu te vejo em tudo, em cada canto dessa casa Nos cabides, nas gavetas e na cama bagunçada E o seu cheiro está grudado em cada roupa que eu usava Você foi e esqueceu de levar a saudade na mala, mala, mala ",sertanejo
"  Quando todos os meus medos já não cabem mais em mim Quando o céu está de bronze e parece que é o fim Quando o vento está revolto e o mar não quer se acalmar Quando as horas do relógio se demoram a passar Muitas vezes não consigo os teus planos compreender Mas prefiro confiar sem entender Eu creio em Ti Eu creio em Ti Eu olho pra Ti E espero em Ti Quando você sente medo, do teu lado eu estou E é bom que você saiba que eu sinto a tua dor Nunca, nunca se esqueça que o mar posso acalmar E que eu sei o tempo certo da vitória te entregar Este tempo é necessário pra te amadurecer E depois tem novidade pra você Eu cuido de Ti Eu cuido de Ti Descansa em mim Comece a sorrir O que eu tenho é bem melhor Pois só eu sei do amanhã Então recebe o abraço meu Pois da tua vida cuido eu Eu cuido de Ti Eu cuido de Ti Descansa em mim Comece a sorrir ",gospel
"  Estava aquele alvoroço em Betânia Lázaro enfermo, sem Jesus pra socorrer Corre e vai chamar o mestre nosso amigo Pois nosso irmão está doente quase a morrer Foram chamar Jesus aonde ele estava Dizendo lázaro a quem tu amas está morrendo Jesus responde essa enfermidade não é pra morte Mas é pra honra, e para a glória de Deus Não te preocupas porque lázaro está dormindo Vou o acordar pois ele é amigo meu! Depois de quatro dias, o mestre chega lá Marta e maria, chorando no recinto Dizendo se o senhor estivesse aqui conosco Nosso irmão a quem tu amas não tinha morrido Jesus responde: Marta, eu sou a vida! O teu irmão, há de ressuscitar! Pois pode estar cheirando mal há quatro dias Se eu cheguei o morto tem que levantar! Aí Jesus fala Me levem lá no túmulo, mostrem onde ele está! Marta tire a pedra, pois agora eu vou o chamar Todos ao redor, ficaram sem entender Ninguém, de certo esperava O que estava, pra acontecer! Aí o dono da vida, foi lá na porta do túmulo E disse Lázaro, vem para fora! Não sei se veio andando, ou se ele veio voando Ou se veio se arrastando, ou se veio flutuando Só sei que nisso eu creio Quando o mestre chamou Lázaro veio O mestre hoje chegou, pra chegar não demorou Chegou para te curar, a enfermidade sanar O médico já falou, que não tem mais acabou Que não tem como viver, agora espera morrer! Mas Jesus hoje te dá vida, vida, vida Hoje recebe vida, vida, vida A presença da vida, vida, vida Hoje Jesus te ressuscita! Ressuscita! Ressuscita teus sonhos! Ressuscita tua vida! Ressuscita tua casa! Ressuscita a família! Ressuscita tua história! Ressuscita tua fé! Hoje ele ressuscita, hoje te põe de pé! Deus hoje vai ao túmulo, e chega até a porta E chama o teu nome, e depois fecha a cova! Hoje o mal cheiro sai. Tua vida se refaz Recebe tua vitória! E quem pensou, que tu morreu Que acabou, que tu perdeu Que não tem mais, pra onde ir O jeito agora, é desistir Mas aqui tem milagre hoje, hoje, hoje Recebe aqui hoje, hoje, hoje Tem resposta aqui hoje, hoje hoje Jesus te visita hoje! Visita hoje Hoje ele te levanta, e escreve uma nova história Pode até ter luta, mas também tem vitória Prepara tua vida porque não passa de hoje Teu amigo te visita! ",sertanejo
"  Fada, fada querida Dona da minha vida Você se foi Levou meu calor Você se foi, mas não me levou Lua, lua de encanto Ouça pra quem eu canto Ela levou minha magia Mas ela é minha alegria Vejo uma luz, uma estrela brilhar Sinto um cheiro de perfume no ar Vejo minha fada e sua vara de condão Tocando meu coração Madrugada de amor que não vai acabar Se estou sonhando não quero mais acordar Minha história linda, meu conto de amor Algo aqui me diz que essa paixão não é em vão O meu sentimento é bem mais que uma emoção Eu espero o tempo que for Minha fada do amor ",sertanejo
"  O Deus a quem eu sirvo Não é um Deus com ""d"" pequeno Ele é tão grande, Ele é maior É maior que o meu problema, é maior que o meu dilema É maior do que eu possa imaginar O Deus a quem eu sirvo é um Deus de maravilhas Faz da dor um sorriso, porque Ele é maior Pega a pessoa que não tem mais jeito Põe uma medalha no seu peito Por que Deus é maior Ele é o Deus do impossível Ele vira pelo avesso essa situação Pega a pessoa fracassada e faz virar patrão Ele tira o cativeiro e te faz vencer Ele é o Deus do impossível O homem faz a reunião, mas é Ele quem decide Ele abre e ninguém fecha, ninguém te proíbe Porque Ele tem a chave do poder O Deus a quem eu sirvo é um Deus de maravilhas Faz da dor um sorriso, porque Ele é maior Pega a pessoa que não tem mais jeito Põe uma medalha no seu peito Por que Deus é maior ",gospel
"  Agora a história mudou Fica quietinho e não se intromete Você não deu valor Bobeou, perdeu, então vê se me esquece Larguei mão de ser otária Só me fez mal e não me merece Você tem que ser pisado E judiado, servir pra tapete Dominei o meu coração Ele é bonzinho e me obedece Aprendi uma nova lição que com certeza te enlouquece Teoria da Branca de Neve Por que só ter um, se eu posso ter sete? (Se eu posso ter sete?) (Sete, sete, sete, sete, sete, sete, sete) Teoria da Branca de Neve Por que só ter um, se eu posso ter sete? (Se eu posso ter sete?) (Sete, sete, sete, sete, sete, sete, sete) Teoria da Branca de Neve Por que só ter um, se eu posso ter sete? (Se eu posso ter sete?) De segunda a domingo Nenhum deles se repete Teoria da Branca de Neve Por que só ter um, se eu posso ter sete? Pode falar o que for Princesinha ou piriguete Sou MC Mayara, a vida é minha e não se mete Na minha vida esse é o tema Essa é minha manchete Teoria da Branca de Neve Por que só ter um, se eu posso ter sete? (Se eu posso ter sete?) (Sete, sete, sete, sete, sete, sete, sete) Teoria da Branca de Neve Por que só ter um, se eu posso ter sete? (Se eu posso ter sete?) (Sete, sete, sete, sete, sete, sete, sete) Teoria da Branca de Neve Por que só ter um, se eu posso ter sete? (Se eu posso ter sete?) ",funk
"  E quando vejo, já tô ouvindo uns modão duído, sofrido Tô enchendo a comanda da mesa Ô saudade que gera despesa e prejuízo Hoje eu acordei de pé direito Vou fazer tudo bem feito, anota aí Ontem foi a saideira Mentira, na primeira esquina já bateu saudade Pro dono do bar, não é novidade Carência covarde Já vem tocar no nome dela outra vez E quando vejo, já tô ouvindo uns modão duído, sofrido Tô enchendo a comanda da mesa Ô saudade que gera despesa e prejuízo E quando vejo, já tô ouvindo uns modão duído, sofrido Tô enchendo a comanda da mesa Ô saudade que gera despesa e prejuízo Hoje eu acordei de pé direito Vou fazer tudo bem feito, anota aí Ontem foi a saideira Mentira, na primeira esquina já bateu saudade Pro dono do bar, não é novidade Carência covarde Já vem tocar no nome dele outra vez E quando vejo, já tô ouvindo uns modão duído, sofrido Tô enchendo a comanda da mesa Ô saudade que gera despesa e prejuízo E quando vejo, já tô ouvindo uns modão duído, sofrido Tô enchendo a comanda da mesa Ô saudade que gera despesa e prejuízo E quando vejo, já tô ouvindo uns modão duído, sofrido Tô enchendo a comanda da mesa Ô saudade que gera despesa e prejuízo E quando vejo, já tô ouvindo uns modão duído, sofrido Tô enchendo a comanda da mesa Ô saudade que gera despesa e prejuízo ",sertanejo
"  Já na alva luz do dia a raiar Lá estava a cena que me impressionou Um anjo preso a Jacó Que por sua bênção lutou E jamais desistiu Não largava o anjo ele muito insistiu Não sairia dali, sem sua bênção nas mãos De tanto ele insistir, o anjo lhe tocou E abençoado ele foi Preciso de uma bênção não vou desistir Sem ela eu não vou sair daqui Só saio quando o Senhor me tocar Não posso mais ficar sem te sentir Nada vai impedir a unção de Deus sobre mim Preciso de uma bênção não vou desistir Sem ela eu não vou sair daqui Só saio quando o Senhor me tocar Não posso mais ficar sem te sentir Nada vai impedir a unção de Deus sobre mim ",gospel
"  Eu faço samba e amor até mais tarde E tenho muito sono de manhã Escuto a correria da cidade, que arde E apressa o dia de amanhã De madrugada a gente ainda se ama E a fábrica começa a buzinar O trânsito contorna a nossa cama, reclama Do nosso eterno espreguiçar No colo da bem-vinda companheira No corpo do bendito violão Eu faço samba e amor a noite inteira Não tenho a quem prestar satisfação Eu faço samba e amor até mais tarde E tenho muito mais o que fazer Escuto a correria da cidade, que alarde Será que é tão difícil amanhecer Não sei se preguiçoso ou se covarde Debaixo do meu cobertor de lã Eu faço samba e amor até mais tarde E tenho muito sono de manhã ",bossa_nova
"  Como pedir coroas a um Rei Que da sua glória se despiu Como exigir riquezas de um Rei Que a cabeça não tinha onde reclinar Como pedir honras a um Deus Que maldito se fez E coberto de vergonha foi por amor Como eu posso ser assim Querer tanto quando ele não quis Nada além de me amar E todos os seus passos só me falam que o que Ele espera de mim é renuncia É morrer pra mim mesmo, é tomar minha cruz E seguir os seus passos Se eu não sou capaz de fazer morrer minhas vontades Tão pouco posso ser chamado um discípulo seu A simplicidade Ele trazia no olhar E tudo que Ele fez foi só pensando em nos amar E ao ler sobre Ele, ao cantar sobre Ele Eu me pergunto onde a essência foi parar A sua comida era vontade do seu Pai E o que fugia disso Ele deixava para trás A minha paz custou o seu castigo Por meu pecado foi moído Cordeiro de Deus, seu nome é Jesus Entre o que eu ouço por aí E o que eu leio sobre Ele eu só acho contrastes Precisamos nos lembrar, à verdade retornar Alguns conceitos repensar Não se preocupou em ajuntar riquezas E nele não se achava nenhuma beleza Pelos seus foi rejeitado e duramente açoitado Entregue pra morrer numa cruz E quando eu digo que quero imitá-lo e ser igual a Ele Será que eu sou consciente do que isso quer dizer? A simplicidade Ele trazia no olhar E tudo que Ele fez foi só pensando em nos amar E ao ler sobre Ele, ao cantar sobre Ele Eu me pergunto onde a essência foi parar A sua comida era vontade do seu Pai E o que fugia disso Ele deixava para trás Eu preciso ser como Ele, e deixar tudo por Ele Mais do que ler, falar, eu preciso viver Jesus Viver, viver Jesus Mais do que ler, falar, eu preciso viver ",gospel
"  The Jazz 'n'Samba, the Jazz 'n'Samba  Hear it all around  The Jazz'n'Samba the Jazz'n'Samba, sound  The Jazz 'n'Samba, the Jazz 'n'Samba  Swingin'soft and low  The Jazz 'n'Samba, the Jazz 'n'Samba, go!  Jet from Rio, nonstop USA  This new sound came one day and it's clear  That it's here to stay  It's Jazz'n'Samba  It's so refreshing  Like a new perfume  It's Jazz'n'Samba  It's Jazz'n'Samba  Ummm! ",bossa_nova
"  Como Zaqueu Eu quero subir O mais alto que eu puder Só pra te ver Olhar para Ti E chamar sua atenção para mim. Eu preciso de Ti, Senhor eu preciso de Ti, Oh! Pai Sou pequeno demais Me dá a Tua Paz Largo tudo pra te seguir. Entra na minha casa Entra na minha vida Mexe com minha estrutura Sara todas as feridas Me ensina a ter Santidade Quero amar somente a Ti, Porque o Senhor é o meu bem maior, Faz um Milagre em mim. ",gospel
"  Ih dasqui dasqui dasqui ih ""eu sou a dona gigi"" Ih dasqui dasqui dasqui ih ""esse aqui é meu esposo"" Ih dasqui dasqui dasqui ih ""esse aí é seu esposo?!?"" Ih dasqui dasqui dasqui ih ""é sim..."" Se me vê agarrado com ela Separa que é briga tá ligado! Ela quer um carinho gostoso Um bico dois soco e três cruzado! Tá com pena leva ela pra casa Porque nem de graça eu quero essa mulher! Caçadores estão na pista pra dizer como ela é... Se me vê agarrado com ela Separa que é briga, tá ligado! Ela quer um carinho gostoso Um bico dois soco e três cruzado! Tá com pena leva ela pra casa Porque nem de graça eu quero essa mulher! Caçadores estão na pista pra dizer como ela é... Caolha, nariz de tomada, sem bunda, perneta, Corpo de minhoca, banguela, orelhuda, tem unha incravada, Com peito caido e um caroço nas costas... Ih gente! capina, despenca, Cai fora, vai embora , Se não vai dançar, Chamei 2 guerreiros, Bispo macedo, com padre quevedo pra te exorcisar... Oi, vaza! Tcha tchritcha tchritcha tchum, tchritcha tchritcha Fede mais que um urubu, Canhão! vou falar bem curto e grosso contigo, hein... Já falei pra vaza! Coisa igual nunca se viu... Oh vai pra puxa... tu é feia! Ih dasqui dasqui dasqui ih ""eu sou a dona gigi"" Ih dasqui dasqui dasqui ih ""esse aqui é meu esposo"" Ih dasqui dasqui dasqui ih ""esse aí é seu esposo?!?"" Ih dasqui dasqui dasqui ih ""é sim..."" Se me vê agarrado com ela Separa que é briga, tá ligado! Ela quer um carinho gostoso Um bico dois soco e três cruzado! Tá com pena leva ela pra casa Porque nem de graça eu quero essa mulher! Caçadores estão na pista pra dizer como ela é... Se me vê agarrado com ela Separa que é briga tá ligado! Ela quer um carinho gostoso Um bico dois soco e três cruzado! Tá com pena leva ela pra casa Porque nem de graça eu quero essa mulher! Caçadores estão na pista pra dizer como ela é... Caolha, nariz de tomada, sem bunda, perneta, Corpo de minhoca, banguela, orelhuda, tem unha incravada, Com peito caido e um caroço nas costas... Ih gente! capina, despenca, Cai fora, vai embora , Se não vai dançar, Chamei 2 guerreiros, Bispo macedo, compadre quevedo pra te exorcisar... Oi, vaza! Tcha tchritcha tchritcha tchum, tchritcha tchritcha Fede mais que um urubu, Canhão! vou falar bem curto e grosso contigo, hein... Já falei pra vaza! Coisa igual nunca se viu... Oh vai pra puxa... tu é feia! Ih dasqui dasqui dasqui ih ""eu sou a dona gigi"" Ih dasqui dasqui dasqui ih ""puxa tu é feia!"" Ih dasqui dasqui dasqui ih ""esse aqui é meu esposo"" Ih dasqui dasqui dasqui ih ""vou falar bem curto e grosso contigo, hein..."" ",funk
"  No tabuleiro da baiana tem Vatapá, oi Caruru Mungunzá Tem umbu Pra ioiô Se eu pedir você me dá O seu coração Seu amor de iaiá No coração da baiana tem Sedução Canjerê Ilusão Candomblé Pra você Juro por deus Pelo senhor do bonfim Quero você, baianinha, inteirinha pra mim Sim, mas depois, o que será de nós dois? Seu amor é tão fulgáz, enganador Tudo já fiz Fui até num canjerê Pra ser feliz Meus trapinhos juntar com você E depois vai ser mais uma ilusão Que no amor quem governa é o coração No tabuleiro da baiana tem Vatapá, oi Caruru Mungunzá, oi Tem umbu Pra ioiô Se eu pedir você me dá O seu coração Seu amor de iaiá No coração da baiana também tem Sedução Canjerê Ilusão Candomblé Pra você ",bossa_nova
  Mais de Ti Mais de Ti E menos de mim E menos de mim Mais de Ti Mais de Ti E menos de mim E menos de mim Que Ele cresça e eu diminua Que Ele apareça e eu me constranja Com a Sua glória e todo o seu amor Infinita humildade Servo de todos os irmãos Mais de Ti Mais de Ti E menos de mim E menos de mim Que Ele cresça e eu diminua Que Ele apareça e eu me constranja Com a Sua glória e todo o seu amor Infinita humildade Servo de todos os irmãos ,gospel
"  É bom lembrar que somos dependentes Pequenos e carentes De abraço e perdão É bom lembrar que somos imperfeitos Não temos o direito De julgar o nosso irmão É bom lembrar que temos que ser um pro outro Ajudar a tirar do poço Se de repente alguém cair Pois essa vida é cheia de altos e baixos De vitórias e fracassos Para quem quer competir O mandamento que Jesus nos ensinou Foi que ele nos amou Sem fazer acepção E esse amor preenche o céu, a terra e o mar Tem poder pra perdoar Qualquer que seja a transgressão Então pra que Você atirar pedra em quem Jesus amou? Crucificar a quem Jesus já perdoou? Você não foi chamado para ser juiz Errar é humano Mas Deus é quem concede a carta do perdão Aprenda com Jesus, estenda a sua mão Deus lava o pecado e apaga a cicatriz É bom lembrar que somos dependentes ",sertanejo
  Luz do mundo vieste a Terra Para que eu pudesse Te ver Tua beleza me leva a adorar-Te Quero contigo viver Vim para adorar-Te Vim para prostrar-me Vim para dizer que és meu Deus És totalmente amável Totalmente digno Tão maravilhoso para mim Eterno rei exaltado nas alturas Glorioso nos céu Humilde vieste a Terra que criaste Por amor pobre se fez Vim para adorar-Te Vim para prostrar-me Vim para dizer que és meu Deus És totalmente amável Totalmente digno Tão maravilhoso para mim Vim para adorar-Te Vim para prostrar-me Vim para dizer que és meu Deus És totalmente amável Totalmente digno Tão maravilhoso para mim Eu nunca saberei o preço Dos meus pecados lá na cruz Eu nunca saberei o preço Dos meus pecados lá na cruz Eu nunca saberei o preço Dos meus pecados lá na cruz Eu nunca saberei o preço Dos meus pecados lá na cruz Eu nunca saberei o preço Dos meus pecados lá na cruz Eu nunca saberei o preço Dos meus pecados lá na cruz Vim para adorar-Te Vim para prostrar-me Vim para dizer que és meu Deus És totalmente amável Totalmente digno Tão maravilhoso para mim ,gospel
"  A gente às vezes tem vontade de ser Um rio cheio pra poder transbordar Uma explosão capaz de tudo romper Um vendaval capaz de tudo arrasar Mas outras vezes tem vontade de ter Um canto escuro onde poder se ocultar Um labirinto onde poder se perder E onde poder fazer o tempo parar Oh, dor de saber que na vida É melhor de saída Ser um bom perdedor Amor, minha fonte perdida Vem curar a ferida De mais um sonhador ",bossa_nova
"  Vamos, carioca Sai do teu sono devagar O dia já vem vindo aí O sol já vai raiar  São Jorge, teu padrinho  Te dê cana pra tomar  Xangô, teu pai, te dê  Muitas mulheres para amar  Vai o teu caminho  É tanto carinho para dar  Cuidando do teu benzinho  Que também vai te cuidar  Mas sempre morandinho  Em quem não tem com quem morar  Na base do sozinho não dá pé  Nunca vai dar Vamos, minha gente É hora da gente trabalhar O dia já vem vindo aí O sol já vai raiar  E a vida está contente  De poder continuar  E o tempo vai passando  Sem vontade de passar  Ê, vida tão boa  Só coisa boa pra pensar  Sem ter que pagar nada Céu e terra, sol e mar E ainda ter mulher De ter o samba pra cantar O samba que é o balanço Da mulher que sabe amar ",bossa_nova
