lyric,genre
"  quanto mais mulher, mais problema e eu tô cheio e quero mais, quero mais, quero mais vários binga de cigarro, ela deixa no cinzeiro marca de batom no copo, calcinha no banheiro perfume feminino na roupa de cama, cara só flagrante, por isso não tenho dona tudo que é bom ele que lança feat. dj pernambuco, th e mc guimê, rj e sp nem lembro quantas mulheres que já entrou no meu quarto nem lembro quantas mulheres já me envolvi no meu carro só lembro que uma era bem diferente da outra umas com jeito de santa, outras com jeito de louca nós representa na cama, divulgação é com elas nós dá a la plata a la chica, na intenção da la tcheca nós representa na cama, divulgação é com elas nós dá a la plata a la chica, na intenção da la tcheca nós representa na cama, divulgação é com elas nós dá a la plata a la chica, na intenção, na intenção, na intenção da la tcheca quando o perna tocou embrasou a porra toda elas ficaram malucas, elas ficaram loucas se requebrando toda, vai curtindo o baile os muleque passando, elas acham mó style tô no rolê escutando racionais th me ligou, as mina pedindo mais rebola, nos satisfaz vai, vai, vai, vai rebola, nos satisfaz mais, mais, mais, mais nós representa na cama, divulgação é com elas nós dá a la plata a la chica, na intenção da la tcheca nós representa na cama, divulgação é com elas nós dá a la plata a la chica, na intenção, na intenção nem lembro quantas mulheres que já entrou no meu quarto nem lembro quantas mulheres já me envolvi no meu carro só lembro que uma era bem diferente da outra umas com jeito de santa, outras com jeito de louca nós representa na cama, divulgação é com elas nós dá a la plata a la chica, na intenção da la tcheca nós representa na cama, divulgação é com elas nós dá a la plata a la chica, na intenção da la tcheca nós representa na cama, divulgação é com elas nós dá a la plata a la chica, na intenção, na intenção, na intenção da la tcheca quando o perna tocou embrasou a porra toda elas ficaram malucas, elas ficaram loucas se requebrando toda, vai curtindo o baile os muleque passando, elas acham mó style tô no rolê escutando racionais th me ligou, as mina pedindo mais rebola, nos satisfaz vai, vai, vai, vai rebola, nos satisfaz mais, mais, mais, mais nós representa na cama, divulgação é com elas nós dá a la plata a la chica, na intenção da la tcheca nós representa na cama, divulgação é com elas nós dá a la plata a la chica, na intenção, na intenção ",funk
"  eu não preciso ser reconhecido por ninguém a minha glória é fazer com que conheçam a ti e que diminua eu, pra que tu cresças, senhor, mais e mais e como os serafins que cobrem o rosto ante a ti escondo o rosto pra que vejam tua face em mim e que diminua eu, pra que tu cresças, senhor, mais e mais no santo dos santos, a fumaça me esconde, só teus olhos me veem debaixo de tuas asas é o meu abrigo, meu lugar secreto só tua graça me basta e tua presença é o meu prazer eu não preciso ser reconhecido por ninguém a minha glória é fazer com que conheçam a ti e que diminua eu, pra que tu cresças, senhor, mais e mais e como os serafins que cobrem o rosto ante a ti escondo o rosto pra que vejam tua face em mim e que diminua eu, pra que tu cresças, senhor, mais e mais no santo dos santos a fumaça me esconde, só teus olhos me veem debaixo de tuas asas é o meu abrigo, meu lugar secreto só tua graça me basta e tua presença é o meu prazer tua presença... tua presença é o meu prazer! tua presença... tua presença é o meu prazer! tua presença... tua presença é o meu prazer! tua presença... tua presença é o meu prazer! no santo dos santos a fumaça me esconde, só teus olhos me veem debaixo de tuas asas é o meu abrigo, meu lugar secreto.. só tua graça me basta e tua presença é o meu prazer só tua graça me basta e tua presença é o meu prazer ",gospel
  eu amei e amei ai de mim muito mais do que devia amar e chorei ao sentir que iria sofrer e me desesperar foi então que da minha infinita tristeza aconteceu você a razão de viver e de amar em paz e não sofrer mais nunca mais porque o amor é a coisa mais triste quando se desfaz o amor é a coisa mais triste quando se desfaz ,bossa_nova
  coro de cor sombra de som de cor de mal me quer de mal me quer de bem de bem me diz de me dizendo assim serei feliz serei feliz de flor de flor em flor de samba em samba em som de vai e vem de verde verde ver pé de capim bico de pena pio de bem te vi amanhecendo sim perto de mim perto da claridade da manhã a grama a lama tudo é minha irmã a rama o sapo o salto de uma rã ,bossa_nova
"  plante uma boa semente numa terra condizente, que a semente dá pegue, regue bem a planta que nem praga não adianta ela vai vingar planta é como o sentimento tem o seu momento tem o seu lugar regue bem seu sentimento porque rega no momento não pode faltar gente também é semente tem que estar contente tem que respirar plante uma cidade toda ponha gente em seu contorno e a vida a rodar dia-a-dia é corrosivo e de tudo que está vivo se deve cuidar planta sem sol e o vento dentro do cimento é bom nem pensar regue bem seu sentimento porque rega no momento não pode faltar gente também é semente tem que estar contente tem que respirar ",bossa_nova
"  dia de luz festa de sol e um barquinho a deslizar no macio azul do mar tudo é verão e o amor se faz num barquinho pelo mar que desliza sem parar... sem intenção,nossa canção vai saindo desse mar e o sol beija o barco e luz dias tão azuis! volta do mar desmaia o sol e o barquinho a deslizar e a vontade de cantar! céu tão azul ilhas do sul e o barquinho,coração deslizando na canção tudo isso é paz tudo isso traz uma calma de verão e então o barquinho vai a tardinha cai o barquinho vai a tardinha cai... ",bossa_nova
  mocinho bonito perfeito improviso do falso grã-fino no corpo é atleta mas no crânio é menino que além do abc nada mais aprendeu queimado de sol cabelo assanhado com muito cuidado na pinta de conde se esconde um coitado um pobre farsante que a sorte esqueceu contando vantagem que vive de renda e mora em palácio procura esquecer um barraco no estácio lugar de origem que há pouco deixou mocinho bonito que é falso malandro de copacabana o mais que consegue é um vintão por semana a mana do peito jamais lhe negou ,bossa_nova
"  não sei por que tu me amas tanto assim apaguei minha história, me afastei do teu jardim pedia água, ninguém me dava de beber sentia fome e assistia minha alma falecer por isso que desci do céu, acendi a minha luz te procurei, te procurei, te procurei que bom, filha, que te encontrei por isso aqui no céu eu dei uma linda festa não fala assim senão eu choro seu gesto é maior que toda a compreensão eu só te adoro do seu valor só eu entendo uma nova história de uma dracma estou escrevendo não sou mais uma dracma perdida teu amor iluminou toda terra até encontrar o meu coração uma pedra tão pequena pra fazer valer a pena só o senhor pra ter tamanha explicação não és mais uma dracma perdida decidi e te busquei revirei o mundo inteiro até encontrar teu coração uma pedra tão pequena que pra mim valeu a pena o valor de uma alma, filha, é toda a minha explicação eternamente juntos iremos ficar nem a vida nem a morte vão nos separar tu és meu dono filha, eu te amo nossa história consumada está eternamente juntos iremos ficar nem a vida nem a morte vão nos separar tu és meu dono filha, eu te amo nossa história consumada está ",gospel
"  ah, insensatez que você fez coração mais sem cuidado fez chorar de dor o seu amor um amor tão delicado ah, por que você foi fraco assim assim tão desalmado ah, meu coração, quem nunca amou não merece ser amado vai, meu coração, ouve a razão usa só sinceridade quem semeia vento, diz a razão colhe sempre tempestade vai, meu coração, pede perdão perdão apaixonado vai, porque quem não pede perdão não é nunca perdoado ",bossa_nova
  essa é uma velha história de uma flor e um beija-flor que conheceram o amor numa noite fria de outono e as folhas caídas no chão da estação que não tem cor e a flor conhece o beija-flor e ele lhe apresenta o amor e diz que o frio é uma fase ruim que ela era a flor mais linda do jardim e a única que suportou merece conhecer o amor e todo seu calor ai que saudade de um beija-flor que me beijou depois voou pra longe demais pra longe de nós saudade de um beija-flor lembranças de um antigo amor o dia amanheceu tão lindo eu durmo e acordo sorrindo essa é uma velha história de uma flor e um beija-flor que conheceram o amor numa noite fria de outono e as folhas caídas no chão da estação que não tem cor e a flor conhece o beija-flor e ele lhe apresenta o amor e diz que o frio é uma fase ruim que ela era a flor mais linda do jardim e a única que suportou merece conhecer o amor e todo seu calor ai que saudade de um beija-flor que me beijou depois voou pra longe demais pra longe de nós saudade de um beija-flor lembranças de um antigo amor o dia amanheceu tão lindo eu durmo e acordo sorrindo o dia amanheceu tão lindo eu durmo e acordo sorrindo ,sertanejo
  foi essa vida que eu escolhi pensando bem ainda não consegui chegar no ponto que eu quero  pra mim mas a minha historia tem que ter final feliz mãe eu te amo entendo seu recado nasceu pra ser estrela não morre ofuscado mas é que hoje ta tão diferente ta meio estranho esse amor da gente não sei se eu que to sendo muleke por tragar um cigarro ou tomar ums pileke penso também que perdi a vergonha no dia que conheci marijuana ja faz um tempo eu me sinto sozinho eu to com medo desse meu caminho marca entrevista com o meu pai sei lá mas só disacerto pra nóis dois não da e os problemas só mudam  cor transformando en ódio todo esse meu  amor ta pareçendo uma depressão uma ferida feriada fétua comendo meu coração moro aqui  mó tempão pareçe um paraiso do lado do inferno brasil mundo moderno moro aqui  mó tempão pareçe um paraiso do lado do inferno brasil mundo moderno pareçe um paraiso do lado do inferno brasil mundo moderno pareçe um paraiso do lado do inferno brasil mundo moderno ,funk
"  sabe, nosso problema é igualdade já estamos conscientes que por mais que a gente tente não dá certo, mas quem sabe o certo é assim lembra de como tudo era perfeito mas assim é todo começo a gente esconde os defeitos até se conhecer melhor o que esse amor tem de tão diferente que prende a gente ninguém abre mão e reatamos nossa ex relação? a gente se dá tão bem entre quatro paredes que pouco me importa do quarto pra fora eu e você, sem regra, sem lógica ",sertanejo
"  eis-me aqui eu sou aquele que tu esquadrinhas desde o nascimento os meus anos escrevestes todos e me demonstraste o teu amor nuvens cinzas se fecharam sobre mim mas a olhar pro céu, do alto eu ouvi és meu filho amado em quem acho o meu prazer eis-me aqui eu sou aquele que tu reconheces cada movimento minhas dores tu conheces todas e em ti espero redenção veio o dia mal e a ti eu recorri mas a olhar pro céu, do alto eu ouvi és meu filho amado em quem acho o meu prazer e eu irei por aí levando essa identidade e eu irei por aí sabendo ser amado de verdade e eu irei por aí sabendo que se eu venho e vou num só lugar estou, guardado em teu amor sou teu filho amado em quem achas teu prazer ",gospel
"  late, late.. late que eu to passando vai late, late.. late que eu to passando vai late, late.. late que eu to passando vai late, late.. da patinha, vai vem! late, late.. late que eu to passando vai late, late... no passado me esnobava, agora tá me cantando seu comédia, seu xarope.. agora late que eu to passando vai late, late.. late que eu to passando vai late, late.. late que eu to passando vai late, late.. late que eu to passando vai late, late.. da patinha, vai vem! late, late.. late que eu to passando vai late, late... fica de quatro, balança o rabo.. fica de quatro, balança o rabinho.. balança o rabinho, vem..(2x) late late.. late q eu to passando vai late, late.. late que eu to passando vai late, late.. late que eu to passando vai late, late.. late que eu to passando me chamava de magrela vivia me esculaxando seu cordão é uma coleira vem cachorro eu tô chamando vai.. late, late.. late que eu to passando vem late, late...toma ração, toma ração vem!! late, late.. late que eu to passando vai late, late.. gaiola das popozudas não aceita palhaçada se o cara é abusado, nós metemos a porrada ele tomou uma coça, mas não ta adiantando dá ração pra esse otário agora late que eu to passando vai.. late, late.. late que eu to passando vem late, late.. dá patinha, vai vem! late, late.. late q eu to passando vai late, late.. toma ração, toma ração.. vem! ",funk
"  oh, minh'alma retorna à tua paz como criança bem tranquila no regaço acolhedor de sua mãe minha mãe é a virgem maria é ela que agora vai me acolher, me abraçar me perdoar, me compreender me acalmar, me ensinar me educar me formar, me amar oh, minh'alma retorna à tua paz ",gospel
"  mãe quer dizer amor mãe quer dizer pureza mãe sabe quem eu sou e acha que eu sou perfeita mãe quer dizer carinho mãe quer dizer beijinho mãe me faz sentir especial quantas vezes eu não te escutei e escolhi os meus caminhos mas você não desistiu de mim você sempre viu muito além do que os outros conseguiram ver e porque você orou, eu venci mãe, eu não te mereço mãe, eu te agradeço mãe, você não tem preço mãe, você é tudo de bom mãe, você é tão bonita mãe, amor da minha vida mãe, minha melhor amiga quem te conhece te quer mãe, você pra mim é o melhor exemplo de mulher mãe quer dizer amor mãe quer dizer pureza mãe, sabe quem eu sou e acha que eu sou perfeita mãe quer dizer carinho mãe quer dizer beijinho mãe, acha que eu sou especial quantas vezes eu não te escutei e escolhi os meus caminhos mas você não desistiu de mim, mãe você sempre viu muito além do que os outros conseguiram ver e porque você orou, eu venci mãe, eu não te mereço mãe, eu te agradeço mãe, você não tem preço mãe, você é tudo de bom mãe, você é tão bonita mãe, amor da minha vida mãe, minha melhor amiga quem te conhece te quer mãe, você pra mim é o melhor exemplo de mulher mãe, você pra mim é o melhor exemplo de mãe ",gospel
"  - lúcio! arranjei novo amor no leblon que corpo bonito, que pele morena que amor de pequena, amar é tão bom! - o dick! ela tem um nariz levantado? os olhos verdinhos bastante puxados, cabelo castanho e uma pinta do lado? - é a minha teresa da praia! - se ela é tua é minha também - o verão passou todo comigo - o inverno pergunta com quem - então vamos a teresa na praia deixar aos beijos do sol e abraços do mar teresa é da praia, não é de ninguém - não pode ser tua, - nem tua também - teresa é da praia, não é de ninguém ",bossa_nova
"  u, ui, ui, ui oi, oi, oi, oi eu não quero te iludir eu falo porque tu gosta de escutar na hora do amor, eu falo até que vou casar quer fidelidade, arruma um cachorro quer romance, compra um livro quer amor, volta a morar com seus pais mulher é só pentada violenta pentada violenta pentada violenta só pras sapequinhas preparadas e arrebenta pentada violenta pentada violenta pentada violenta na hora do amor, o luan te arrebenta é só pentada,é só pentada é só pentada é só pentada é só pentada é só pentada é só pentada violenta ",funk
"  e a nossa pegada tem sabor de mel só as mais gata, abrimo a porta do céu se tem malote tamo sorrindo à toa só as mais top, banca é só nota que voa e se dá meia-noite a nave zunca fraco se esconde, os forte cai pra rua na caça da mais bela bandoleira mas só se envolve se tiver solteira nós não tá pra problema desce os combão de uísque vilão pra qualquer cena toca mitsubishi liguei loira e morena deixei mais um convite hoje é festa da zoeira american pie, o filme hoje é festa da zoeira american pie e a nossa pegada tem sabor de mel só as mais gata, abrimo a porta do céu se tem malote tamo sorrindo à toa só as mais top, banca é só nota que voa e a nossa pegada tem sabor de mel só as mais gata, abrimo a porta do céu se tem malote tamo sorrindo à toa só as mais top, banca é só nota que voa e se dá meia-noite a nave zunca fraco se esconde, os forte cai pra rua na caça da mais bela bandoleira mas só se envolve se tiver solteira nós não tá pra problema desce os combão de uísque vilão pra qualquer cena toca mitsubishi liguei loira e morena deixei mais um convite hoje é festa da zoeira american pie, o filme hoje é festa da zoeira american pie e a nossa pegada tem sabor de mel só as mais gata, abrimo a porta do céu se tem malote tamo sorrindo à toa só as mais top, banca é só nota que voa e a nossa pegada tem sabor de mel só as mais gata, abrimo a porta do céu se tem malote tamo sorrindo à toa só as mais top, banca é só nota que voa ",funk
"  entra no quarto liga o abajur e deita aqui do meu lado tudo bem se você não quer conversar, eu entendo descansa, enquanto eu preparo um chá não custa lembrar, já estamos a sós nada é por mim, tudo é por nós e basta uma briga pra gente ficar mal esse clima tenso não faz bem, não é legal apago o abajur, é hora de sonhar a tempestade vai passar, logo mais quando a gente acordar.. ",sertanejo
"  mente vazia, oficina do cão na mente dos bico se cria ilusão de um cara nobre ou de um ladrão o que eu sou? pra residir numa casa de luxo com cada carro que é um absurdo a interrogação fica pros bico sujo o que eu sou? pra tá com os pano da moda, de novo corolla de bright invocado e o cordão que apavora não tem quem não olha, aí elas chora diz aí pra mim se nós forga ou não forga? humilde e vencedor, eu sou guerreiro sofredor, eu sou mais um abençoado pela mão de deus mais um merecedor e de carro importado, eu tô gordinho de malote, eu tô tô forgando, portando, abusando e me consagro vencedor humilde e vencedor, eu sou guerreiro sofredor, eu sou mais um abençoado pela mão de deus mais um merecedor e de carro importado, eu tô gordinho de malote, eu tô tô forgando, portando, abusando e me consagro vencedor ",funk
"  cheguei no pistão deixa eu falar, deixa eu falar, deixa eu falar cheguei no pistão, e vi um bonde lindo as meninas dançando, e os amigos curtindo dançando e zuando, a rapaziada bebe quando solta o tambor, as meninas se perdem tava uma maravilha, escuta o que eu tô te dizendo ela faz o quadradinho, e o baile fica vendo o bonde reunido, os cara não anda só traz logo o meu copo pra noite ficar melhor olha o segurança, que caô vai ter caô não vale vacilar, porque a noite começou hoje eu vou curtir, e falo na moral hoje a noite é do chefe, noite especial pra quem não tá ligado, olha o que eu vou falando tipo pop-star, artista americano ",funk
  você pode ficar com quem você quiser não tem nada a ver eu não mando em você mas ainda choro e quando alguém comenta não quero saber me preocupo e apesar dos pesares eu sempre quero te ver bem e ainda vou além em uma relação sei que não vai ser fácil amar outro alguém e hoje mesmo separados sinto que o seu corpo ainda é meu às vezes me escondo e faço de tudo pra ninguém notar que eu vivo e morro por ti têm semanas que às vezes sofro e vêm as recaídas às vezes eu queria ter o poder de poder te apagar da memória e nessa fraqueza ter força pra fazer com que essa nossa história não passe de passado e fique da porta pra fora se eu pudesse te apagar da minha mente apagaria agora mas toda vez que eu me lembro de nós dois meu coração sempre chora e é sempre a mesma história ,sertanejo
"  cobre-me com tuas mãos com poder vem me esconder senhor se o trovão e o mar se erguendo vêm sobre a tempestade eu voarei sobre as águas tu também és rei descansarei, pois sei que és deus minha alma está segura em ti sabe bem que em cristo firme está se o trovão e o mar se erguendo vêm sobre a tempestade eu voarei sobre as águas tu também és rei descansarei, pois sei que és deus ",gospel
"  pai, me dá disposicao pra aprender de ti me da disposicao pra mergulhar no mar da oracao mais uma vez pai, eu quero ser levado por tua direcao ouvir a tua palavra e entender com suprema exatidao o que quer de mim eu nao vim aqui pedir mais um milagre eu nao vim aqui apenas de passagem hoje eu vim aqui pra te servir melhor eu nao vim aqui pedir mais um milagre eu nao vim aqui apenas de passagem hoje eu vim aqui pra te servir melhor renovo o que eu quero é renovo pra te sentir de novo de novo renovo o que eu quero é renovo pra ter o brilho no rosto de novo toca me toca em mim nem mais um passo darei nada farei sem ti toca me toca em mim nem mais um passo darei nada farei sem ti toca me toca em mim nem mais um passo darei nada farei sem ti toca me toca em mim nem mais um passo darei nada farei sem ti eu nao vim aqui pedir mais um milagre eu nao vim aqui apenas de passagem hoje eu vim aqui pra te servir melhor ",gospel
"  sou dessas que fala o que pensa bem na tua cara sou dessas que nunca levou desaforo pra casa sou dessas que se for preciso até falo mais alto sou dessas que roda a baiana sem descer do salto sou dessas que se arruma toda só pra provocar sou dessas que de vez em quando gosta de aprontar às vezes tomo um negocinho só para me soltar vou te mostrar como se joga se quiser brincar e se eu quiser eu dou se eu quiser vou dar um pouquinho de moral, mas não pode gamar e se eu quiser eu dou se eu quiser vou dar um pouquinho de moral, mas não pode gamar sou dessas de fazer, sou dessas de zuar sou dessas que se amarra e gosta muito é de ahhh dessas de fazer, dessas de zuar sou dessas que se amarra e gosta muito é de ahhh dessas de fazer, dessas de zuar sou dessas que se amarra e gosta muito é de desce, desce, desce, desce, ahh desce, desce, desce, desce, ahh sou dessas que fala o que pensa bem na tua cara sou dessas que nunca levou desaforo pra casa sou dessas que se for preciso até falo mais alto sou dessas que roda a baiana sem descer do salto sou dessas que se arruma toda só pra provocar sou dessas que de vez em quando gosta de aprontar às vezes tomo um negocinho só para me soltar vou te mostrar como se joga se quiser brincar e se eu quiser eu dou se eu quiser vou dar um pouquinho de moral, mas não pode gamar e se eu quiser eu dou se eu quiser vou dar um pouquinho de moral, mas não pode gamar sou dessas de fazer, sou dessas de zuar sou dessas que se amarra e gosta muito é de ahhh dessas de fazer, dessas de zuar sou dessas que se amarra e gosta muito é de ahhh dessas de fazer, dessas de zuar sou dessas que se amarra e gosta muito é de... desce, desce, desce, desce, ahh desce, desce, desce, desce, ahh ",funk
"  pode ser que haja uma melhor, pode ser pode ser que haja uma pior, muito bem mas igual à maria que eu tenho   no mundo inteirinho igualzinha não tem maria ninguém, é maria e é maria meu bem   se eu não sou joão de nada maria que é minha é maria ninguém maria ninguém é maria como as outras também   só que tem que ainda é melhor do que muita maria que há por aí marias tão frias cheias de manias, marias vazias pro nome que têm maria ninguém é um dom que muito homem não tem   haja visto quanta gente que chama maria e maria não vem maria ninguém, é maria e é maria meu bem se eu não sou joão de nada maria que é minha é maria ninguém ",bossa_nova
"  isto aqui ô ô é um pouquinho de brasil, iaiá deste brasil que canta e é feliz feliz, feliz é também um pouco de uma raça que não tem medo de fumaça ai, ai e não se entrega não olha o jeito nas cadeiras que ela sabe dar olha só o remelexo que ela sabe dar olha o jeito nas cadeiras que ela sabe dar morena boa que me faz penar bota a sandália de prata e vem pro samba sambar morena boa que me faz penar bota a sandália de prata e vem pro samba sambar ",bossa_nova
"  agora fala que me ama agora que não tem mais nada diz que morre de amor por mim agora, depois de ter chorado rios depois de tanto ter sofrido agora por fim, vai saber o que um dia eu vivi como dizer que não que nunca me fez nada? depois de tanta dor que causou pro meu coração eu quis até morrer depois que foi embora e volta tão tranquila depois que já não tem mais amor e sem você ficou mais frio o meu inverno parecia frio eterno você é minha dor e agora, e agora fala que me ama e agora que não tem mais nada diz que morre de amor por mim e agora, depois de ter chorado rios depois de tanto ter sofrido agora por fim, vai saber o que um dia eu vivi ",sertanejo
"  lá vem ela corrigir o meu bilau pepeca do mal, não deixa anal pepeca do mal, não deixa anal pepeca do mal, não deixa anal já que não quer dar o cuzinho então desliza no bilau pepeca do mal, não deixa anal pepeca do mal, não deixa anal pepeca do mal, não deixa anal eu ponho com carinho te prometo não ser vrawn! pepeca do mal, não deixa anal pepeca do mal, não deixa anal pepeca do mal, não deixa anal já que não quer dar o cuzinho então desliza no bilau ",funk
"  meu deus, se eu tô sonhando não quero mais acordar essa menina me olhando clima de mistério no ar fica me hipnotizando com seu jeitinho de dançar já tô quase me entregando eu não vou aguentar eu tô gamado na dela ela tá gamada na minha só seu sorriso me encanta só meu jeito te fascina eu tô gamado na dela ela tá gamada na minha ",funk
"  nas tardes de fazenda há muito azul demais. eu saio às vezes, sigo pelo pasto, agora mastigando um capim, o peito nu de fora no pijama irreal de há três anos atrás. desço o rio no vau dos pequenos canais para ir beber na fonte a água fria e sonora e se encontro no mato o rubro de uma amora vou cuspindo-lhe o sangue em tomo dos currais. fico ali respirando o cheiro bom do estrume entre as vacas e os bois que me olham sem ciúme e quando por acaso uma mijada ferve seguida de um olhar não sem malícia e verve nós todos, animais, sem comoção nenhuma mijamos em comum numa festa de espuma. ",bossa_nova
"  deixe esta vontade dividida quero está na tua vida caminhar o teu caminho trago essa verdade quase louca libertar num beijo a boca quando o sol amanhecer eu queria ter você no meu caminho acordar, sentir que não estou sozinho neste quarto inventar um paraíso pra nós dois e falar do sonho lindo que ficou depois do nosso amor apesar do teu silêncio quase não dizer eu me sinto um passarinho sem poder voar eu preciso urgentemente me redescobrir neste teu olhar eu preciso da verdade pra viver a vida despedida não vou mais chorar o que quero é sentimento, força e coração quando te encontrar deixa essa vontade dividida quero está na tua vida caminhar o teu caminho trago esta verdade quase louca libertar num beijo a boca quando o sol amanhecer ",sertanejo
"  lembra daquela mina bandida? fui nela dizia que era sua amiga esperta falava o tempo todo que era melhor que você acreditei errei, confesso de todas do teu bonde foi você que fez sucesso e desce aí que a prioridade é você e desce aí que eu tô doidin pra te comer e desce aí que a prioridade é você e desce aí que eu tô doidin pra te comer lembra daquela mina bandida? fui nela dizia que era sua amiga esperta falava o tempo todo que era melhor que você acreditei errei, confesso de todas do teu bonde foi você que fez sucesso e desce aí que a prioridade é você e desce aí que eu tô doidin pra te comer e desce aí que a prioridade é você e desce aí que eu tô doidin pra te comer ",funk
  nóis é pika do bagulho tesouro da favela hoje já não me iludo mato e morro por ela antigamente elas não queriam hoje tão querendo será que é porque se pá to rico não to entendendo nóis é pika do bagulho tesouro da favela hoje já não me iludo mato e morro por ela antigamente elas não queriam hoje tão querendo será que é porque se pá to rico não to entendendo será que é porque se pá to rico não to entendendo será que é porque se pá to rico não to entendendo tipo da aguá pro vinho fusquinha pra naveira atraquei no baile de evolke de panamera consequência de uma luta que ainda não acabou firme e forte sempre com a cabeça erguida eu vou que vou pra aqueles que fala mal nem to ligando to nem vendo o importante é que em são paulo nosso som que ta vendendo de são paulo pra baixada da baixada pro brasil quem ta é nóis nessa porra e quem desconverso mentiu nóis é pika do bagulho tesouro da favela hoje já não me iludo mato e morro por ela antigamente elas não queriam hoje tão querendo será que é porque se pá to rico não to entendendo nóis é pika do bagulho tesouro da favela hoje já não me iludo mato e morro por ela antigamente elas não queriam hoje tão querendo será que é porque se pá to rico não to entendendo será que é porque se pá to rico não to entendendo será que é porque se pá to rico não to entendendo ,funk
"  senhor, não vou me apresentar pois sei que me conheces bem tu sabes da minha vida bem melhor do que ninguém sabes quanto eu me arrisco, sabe o quanto eu me dedico e o que faço e só para sustentar minha casa senhor, pensando bem, os meus irmãos podiam me ajudar sou o caçula e vou sozinho ao campo apascentar fico exposto ao perigo, ninguém se preocupa comigo até os de dentro da minha casa me desprezam, sempre estou só até quando vou ter que viver assim, tão solitário ninguém olha para mim assim sofria davi que pra todos um ninguém mas deus o observava e olhando deus para ele lá do céu disse eu achei o novo rei de israel deus não precisa de homens com status ou renome quando olha o ambiente é pra exaltar o menor da casa deus vai vasculhar hoje este lugar então só adore e comece a clamar os olhos de deus já procuram aqui o menor da casa o mais desprezado ele vai levantar o mais humilhado ele vai exaltar apenas adore, pois ele procura o menor da casa apenas adore, pois ele procura o menor da casa, o menor da casa ",gospel
"  o tempo pode passar meu coração nele está o seu trono é eterno ele reina, cristo reina e os que esperam nele e os que esperam nele e os que esperam nele não se fatigarão não se cansarão se renovarão se renovarão como águia como águia subirão subirão se renovarão, se renovarão como águia, como águia subirão, subirão o tempo pode passar meu coração nele está o seu trono é eterno ele reina, cristo reina e os que esperam nele, ohhh! e os que esperam nele jesus e os que esperam nele não se fatigarão não se cansarão se renovarão se renovarão como águia como águia subirão subirão se renovarão, se renovarão como águia, como águia subirão, subirão ohh, ohh ohh, ohh mas os que esperam no senhor renovaram as suas forças subiram com asas como águias correrão e não se cansarão caminharão e não se fatigarão ehh me renovarei me renovarei como águia, como águia subirei, subirei me renovarei me renovarei como águia, como águia subirei, subirei me renovarei me renovarei como águia, como águia subirei, subirei ",gospel
  quando nós trocamos o primeiro olhar o meu coração pediu pra se apaixonar igual ao sol que nasce e só pertence ao dia quando nasci o meu amor já te pertencia se não existisses eu te inventaria as estrelas se eu pudesse te daria prometi a deus que ao céu vou te levar e vou gritar pro mundo ouvir que sempre te amei e vou te amar foi no primeiro olhar que eu te consagrei o meu amor e nada vai nos separar na alegria ou na dor o mundo não verá o nosso amor se acabar logo no primeiro olhar deus nos casou e escreveu seu nome e o meu no azul do céu pra sempre vou te amar ,gospel
"  o senhor sabia que eu mudaria o senhor sabia que um dia eu falharia o senhor sabia que um dia a coragem me faltaria ou o medo me atingiria mas mesmo assim me escolheu mas mesmo assim me escolheu porque a gloria é dele e tudo é pra ele e somente ele não falhará o senhor sabia que eu mudaria o senhor sabia que um dia eu falharia o senhor sabia que um dia a coragem me faltaria ou o medo me atingiria mas mesmo assim me escolheu mas mesmo assim me escolheu porque a gloria é dele e tudo é pra ele e somente ele não falhará perdoa-me pelas vezes que eu não te glorifiquei tanto que eu pedi e pouco agradeci perdoa-me, perdoa-me recebe-me como filho perdoa-me mas mesmo assim me escolheu mas mesmo assim me escolheu porque a gloria é dele e tudo é pra ele e somente ele não falhará não mudará somente ele... não passará ",gospel
"  atenção creuzebek, agora vai vai toma, vai toma sua gostosa vai toma, vai toma sua gostosa vai toma, vai toma sua gostosa tô possuído agora vai toma, essa é nova vai toma, vai toma sua gostosa invoquei o mamonas assassinas invoquei também o tim maia vai toma, vai toma sua gostosa vai toma, vai toma sua gostosa vai toma, vai toma sua gostosa atenção fioti atenção creuzebek vai toma, vai toma sua gostosa vai toma, vai toma sua gostosa mexeu com o bonde toma a noite toda toma, toma mexeu com o bonde toma a noite toda toma, toma mexeu com o bonde toma a noite toda toma, toma atenção fioti é que essa é nova, tá? mexeu com o bonde toma a noite toda toma, toma mexeu com o bonde toma a noite toda toma, toma agora vai ",funk
"  é que ela é louca de bala ta tendo alucinação é que ela é louca de bala ta tendo alucinação bum, bum, bum, bum bum grave, bunda pra cima, bum grave, bunda no chão (4x) bum, bum, bum ooh, no chão essa aqui fiz pras novinhas que ja ta na onda desafia suas amigas e se envolve na dança vai com a bum, bum, bum, bum vem com a bum, bum, bum, bum, bum, bum, bum, ooh! vai com a bum, bundona, vem com a bum, bunda balança vai com a bum, bundona, vem com a bum, bunda balança vai com a bum, bum, bum, bum,bum vem com a bum, bum, bum, bum, bum bunda balança, bum ooh! bum, bum ooh! no chão bum pra cima, bum pra chão ",funk
